race_id,race_date,horse_id,horse_name,jockey_id,age,sex,distance_m,surface,track_condition,gate_number,carried_weight,horse_weight,weight_change,days_since_last,starts_last_180d,avg_finish_last3,top3_rate_last5,distance_top3_rate,surface_top3_rate,jockey_top3_rate,finish_position
R20211230_0148,2021-12-30,Horse_0253,Horse_0253,Jockey_041,2,せん,1400,ダート,良,14,55.2,506.0,13.7,19.0,2.0,9.0,0.0,,0.0,0.318,13
R20211230_0148,2021-12-30,Horse_0731,Horse_0731,Jockey_036,7,せん,1400,ダート,良,2,57.8,472.7,5.0,211.0,0.0,9.0,0.333,,,0.391,12
R20211230_0148,2021-12-30,Horse_0836,Horse_0836,Jockey_011,4,牝,1400,ダート,良,13,52.6,510.8,,,0.0,,,,,0.105,2
R20211230_0148,2021-12-30,Horse_0414,Horse_0414,Jockey_024,6,牡,1400,ダート,良,4,56.9,415.5,-1.9,110.0,3.0,4.667,0.667,,,0.15,7
R20211230_0148,2021-12-30,Horse_0299,Horse_0299,Jockey_066,4,牡,1400,ダート,良,5,55.0,406.6,-4.3,273.0,0.0,10.0,0.0,,0.0,0.429,15
R20220102_0149,2022-01-02,Horse_0094,Horse_0094,Jockey_001,2,牡,1600,芝,稍重,15,54.7,462.5,,,0.0,,,,,0.273,4
R20220102_0149,2022-01-02,Horse_0443,Horse_0443,Jockey_005,2,牝,1600,芝,稍重,14,55.9,468.2,,,0.0,,,,,0.536,10
R20220102_0149,2022-01-02,Horse_0452,Horse_0452,Jockey_075,3,牡,1600,芝,稍重,2,52.7,461.7,-12.6,44.0,1.0,10.5,0.0,0.0,0.0,0.391,12
R20220102_0149,2022-01-02,Horse_0742,Horse_0742,Jockey_003,2,牡,1600,芝,稍重,5,54.6,508.7,,,0.0,,,,,0.2,3
R20220102_0149,2022-01-02,Horse_0595,Horse_0595,Jockey_019,8,牡,1600,芝,稍重,6,54.4,430.7,,,0.0,,,,,0.207,7
R20220102_0149,2022-01-02,Horse_0368,Horse_0368,Jockey_015,6,牝,1600,芝,稍重,11,53.2,429.7,-5.7,42.0,3.0,9.0,0.0,0.0,0.0,0.091,14
R20220102_0149,2022-01-02,Horse_0805,Horse_0805,Jockey_078,6,せん,1600,芝,稍重,13,53.6,499.4,2.8,61.0,2.0,2.667,0.667,,0.0,0.25,1
R20220102_0149,2022-01-02,Horse_0316,Horse_0316,Jockey_047,8,牡,1600,芝,稍重,1,56.9,497.9,3.3,30.0,2.0,2.5,1.0,1.0,1.0,0.059,2
R20220102_0149,2022-01-02,Horse_0882,Horse_0882,Jockey_012,6,牝,1600,芝,稍重,12,54.3,459.3,6.4,181.0,0.0,1.0,1.0,,,0.174,13
R20220102_0149,2022-01-02,Horse_0204,Horse_0204,Jockey_013,8,牡,1600,芝,稍重,7,55.1,442.0,11.0,21.0,2.0,1.333,1.0,1.0,1.0,0.083,9
R20220102_0149,2022-01-02,Horse_0733,Horse_0733,Jockey_073,8,牝,1600,芝,稍重,9,54.7,478.3,-0.7,232.0,0.0,15.0,0.0,0.0,0.0,0.217,15
R20220102_0149,2022-01-02,Horse_0847,Horse_0847,Jockey_044,2,牡,1600,芝,稍重,10,55.4,482.2,,,0.0,,,,,0.333,5
R20220102_0149,2022-01-02,Horse_0462,Horse_0462,Jockey_067,2,牡,1600,芝,稍重,8,55.9,474.7,,,0.0,,,,,0.286,8
R20220102_0149,2022-01-02,Horse_0121,Horse_0121,Jockey_025,2,牝,1600,芝,稍重,3,54.8,413.1,,,0.0,,,,,0.357,6
R20220102_0149,2022-01-02,Horse_0365,Horse_0365,Jockey_050,6,牡,1600,芝,稍重,4,54.0,468.1,0.3,166.0,1.0,8.5,0.0,,0.0,0.333,11
R20220103_0150,2022-01-03,Horse_0843,Horse_0843,Jockey_027,5,牝,2400,ダート,良,1,55.0,469.1,2.9,140.0,2.0,7.0,0.0,,0.0,0.2,8
R20220103_0150,2022-01-03,Horse_0454,Horse_0454,Jockey_013,5,牡,2400,ダート,良,7,54.1,457.0,-16.0,93.0,2.0,11.333,0.0,,0.0,0.08,6
R20220103_0150,2022-01-03,Horse_0578,Horse_0578,Jockey_062,2,牡,2400,ダート,良,9,54.3,516.3,,,0.0,,,,,0.167,2
R20220103_0150,2022-01-03,Horse_0496,Horse_0496,Jockey_024,6,牡,2400,ダート,良,8,56.3,430.2,-12.0,29.0,1.0,3.0,1.0,,,0.143,3
R20220103_0150,2022-01-03,Horse_0587,Horse_0587,Jockey_065,2,牡,2400,ダート,良,5,53.5,516.6,,,0.0,,,,,0.385,7
R20220103_0150,2022-01-03,Horse_0404,Horse_0404,Jockey_042,3,牡,2400,ダート,良,4,55.2,457.5,8.7,16.0,1.0,4.0,0.0,,0.0,0.259,1
R20220103_0150,2022-01-03,Horse_0325,Horse_0325,Jockey_038,2,牝,2400,ダート,良,2,54.8,481.9,,,0.0,,,,,0.15,9
R20220103_0150,2022-01-03,Horse_0282,Horse_0282,Jockey_003,6,牡,2400,ダート,良,3,56.6,444.4,9.6,52.0,4.0,5.0,0.25,0.0,0.5,0.238,4
R20220103_0150,2022-01-03,Horse_0652,Horse_0652,Jockey_066,6,牡,2400,ダート,良,6,55.0,494.8,,,0.0,,,,,0.409,5
R20220104_0151,2022-01-04,Horse_0364,Horse_0364,Jockey_037,5,牡,2000,ダート,良,5,54.2,426.0,-4.1,294.0,0.0,6.5,0.5,1.0,0.0,0.192,6
R20220104_0151,2022-01-04,Horse_0319,Horse_0319,Jockey_055,6,牝,2000,ダート,良,3,52.0,470.1,12.6,37.0,1.0,2.5,0.5,,0.5,0.179,2
R20220104_0151,2022-01-04,Horse_0449,Horse_0449,Jockey_027,5,牝,2000,ダート,良,1,52.5,467.0,-3.4,59.0,1.0,6.0,0.0,0.0,,0.188,9
R20220104_0151,2022-01-04,Horse_0761,Horse_0761,Jockey_038,5,牡,2000,ダート,良,6,55.7,499.9,-15.1,13.0,4.0,3.333,0.6,1.0,0.6,0.143,1
R20220104_0151,2022-01-04,Horse_0087,Horse_0087,Jockey_026,8,牝,2000,ダート,良,2,54.4,413.5,-5.7,63.0,1.0,1.333,1.0,,1.0,0.304,3
R20220104_0151,2022-01-04,Horse_0344,Horse_0344,Jockey_039,3,牡,2000,ダート,良,8,55.7,491.2,8.4,135.0,1.0,6.0,0.0,,0.0,0.409,7
R20220104_0151,2022-01-04,Horse_0209,Horse_0209,Jockey_046,7,牝,2000,ダート,良,7,54.5,481.7,-1.5,341.0,0.0,2.0,1.0,,1.0,0.087,8
R20220104_0151,2022-01-04,Horse_0644,Horse_0644,Jockey_060,7,牡,2000,ダート,良,9,54.1,530.6,-12.8,57.0,1.0,5.0,0.0,,0.0,0.042,5
R20220104_0151,2022-01-04,Horse_0349,Horse_0349,Jockey_006,6,牡,2000,ダート,良,4,55.3,509.8,6.8,77.0,1.0,7.0,0.0,,,0.318,4
R20220107_0152,2022-01-07,Horse_0657,Horse_0657,Jockey_053,7,牡,2000,芝,良,9,55.1,453.9,0.5,20.0,2.0,11.667,0.0,,,0.16,7
R20220107_0152,2022-01-07,Horse_0343,Horse_0343,Jockey_076,6,牡,2000,芝,良,7,54.0,453.8,-12.6,19.0,2.0,4.5,0.0,,0.0,0.227,2
R20220107_0152,2022-01-07,Horse_0896,Horse_0896,Jockey_064,7,牝,2000,芝,良,6,56.2,466.6,-2.7,36.0,3.0,12.0,0.0,0.0,0.0,0.136,9
R20220107_0152,2022-01-07,Horse_0663,Horse_0663,Jockey_008,3,牝,2000,芝,良,1,53.9,475.4,4.1,35.0,1.0,4.0,0.5,1.0,0.333,0.133,4
R20220107_0152,2022-01-07,Horse_0069,Horse_0069,Jockey_035,2,牡,2000,芝,良,3,57.1,444.1,,,0.0,,,,,0.188,1
R20220107_0152,2022-01-07,Horse_0810,Horse_0810,Jockey_001,5,牝,2000,芝,良,5,51.8,433.4,-3.4,85.0,3.0,4.333,0.25,0.0,0.0,0.261,5
R20220107_0152,2022-01-07,Horse_0232,Horse_0232,Jockey_047,7,牡,2000,芝,良,8,54.1,491.7,5.4,49.0,1.0,5.0,0.5,0.0,0.5,0.111,3
R20220107_0152,2022-01-07,Horse_0478,Horse_0478,Jockey_040,4,牝,2000,芝,良,4,52.3,454.4,4.6,223.0,0.0,8.333,0.0,0.0,0.0,0.474,6
R20220107_0152,2022-01-07,Horse_0296,Horse_0296,Jockey_058,6,せん,2000,芝,良,2,55.3,447.3,12.1,97.0,2.0,7.667,0.4,,0.5,0.2,8
R20220110_0153,2022-01-10,Horse_0423,Horse_0423,Jockey_033,5,牝,1400,芝,稍重,3,55.5,418.0,,,0.0,,,,,0.312,2
R20220110_0153,2022-01-10,Horse_0809,Horse_0809,Jockey_038,5,牡,1400,芝,稍重,2,54.9,539.0,0.9,19.0,4.0,4.667,0.4,1.0,1.0,0.182,1
R20220110_0153,2022-01-10,Horse_0333,Horse_0333,Jockey_051,2,牝,1400,芝,稍重,7,52.2,518.3,,,0.0,,,,,0.154,6
R20220110_0153,2022-01-10,Horse_0862,Horse_0862,Jockey_023,3,牝,1400,芝,稍重,5,52.9,457.4,16.7,65.0,3.0,9.333,0.333,,0.333,0.05,7
R20220110_0153,2022-01-10,Horse_0485,Horse_0485,Jockey_031,3,牝,1400,芝,稍重,6,53.0,442.3,3.9,32.0,2.0,2.5,0.5,,1.0,0.261,5
R20220110_0153,2022-01-10,Horse_0328,Horse_0328,Jockey_026,5,牡,1400,芝,稍重,9,55.0,512.0,-2.2,19.0,1.0,4.667,0.667,,,0.333,4
R20220110_0153,2022-01-10,Horse_0721,Horse_0721,Jockey_008,2,牡,1400,芝,稍重,1,55.0,425.3,,,0.0,,,,,0.125,9
R20220110_0153,2022-01-10,Horse_0700,Horse_0700,Jockey_010,2,牡,1400,芝,稍重,4,54.6,497.8,,,0.0,,,,,0.273,8
R20220110_0153,2022-01-10,Horse_0888,Horse_0888,Jockey_065,5,牝,1400,芝,稍重,8,54.9,445.6,-1.4,46.0,1.0,4.0,0.0,,0.0,0.357,3
R20220113_0154,2022-01-13,Horse_0781,Horse_0781,Jockey_072,7,牡,1200,芝,良,3,57.2,459.7,7.4,46.0,2.0,1.333,1.0,,1.0,0.273,3
R20220113_0154,2022-01-13,Horse_0293,Horse_0293,Jockey_004,3,牝,1200,芝,良,4,56.4,505.2,-13.6,91.0,1.0,2.0,0.8,1.0,1.0,0.083,1
R20220113_0154,2022-01-13,Horse_0292,Horse_0292,Jockey_013,8,牡,1200,芝,良,8,55.4,477.2,19.4,177.0,1.0,11.667,0.0,0.0,0.0,0.077,8
R20220113_0154,2022-01-13,Horse_0631,Horse_0631,Jockey_016,6,牝,1200,芝,良,6,54.3,456.0,-4.0,55.0,3.0,6.0,0.25,,0.333,0.316,6
R20220113_0154,2022-01-13,Horse_0038,Horse_0038,Jockey_076,6,牡,1200,芝,良,5,56.0,475.8,-12.3,86.0,2.0,5.333,0.25,,0.5,0.261,4
R20220113_0154,2022-01-13,Horse_0104,Horse_0104,Jockey_010,5,牡,1200,芝,良,7,54.3,470.4,7.4,198.0,0.0,10.0,0.0,,0.0,0.261,7
R20220113_0154,2022-01-13,Horse_0548,Horse_0548,Jockey_078,6,牡,1200,芝,良,1,56.1,473.6,5.0,59.0,1.0,11.0,0.0,,0.0,0.286,5
R20220113_0154,2022-01-13,Horse_0315,Horse_0315,Jockey_028,3,牡,1200,芝,良,2,55.0,454.8,0.8,22.0,2.0,10.0,0.0,0.0,0.0,0.312,2
R20220114_0155,2022-01-14,Horse_0301,Horse_0301,Jockey_012,7,牡,1400,芝,稍重,1,56.4,488.6,12.2,15.0,2.0,9.333,0.0,0.0,0.0,0.167,8
R20220114_0155,2022-01-14,Horse_0678,Horse_0678,Jockey_011,8,牝,1400,芝,稍重,5,55.5,479.0,1.4,67.0,1.0,11.5,0.0,0.0,0.0,0.15,10
R20220114_0155,2022-01-14,Horse_0670,Horse_0670,Jockey_025,2,牝,1400,芝,稍重,7,52.7,439.2,,,0.0,,,,,0.345,1
R20220114_0155,2022-01-14,Horse_0521,Horse_0521,Jockey_026,5,牝,1400,芝,稍重,4,53.7,484.0,-0.8,137.0,2.0,8.5,0.0,,0.0,0.32,9
R20220114_0155,2022-01-14,Horse_0687,Horse_0687,Jockey_068,8,牝,1400,芝,稍重,8,53.9,479.9,-14.8,36.0,1.0,8.667,0.0,0.0,0.0,0.323,3
R20220114_0155,2022-01-14,Horse_0001,Horse_0001,Jockey_019,8,牡,1400,芝,稍重,6,53.0,441.1,-0.3,234.0,0.0,1.667,1.0,,1.0,0.2,7
R20220114_0155,2022-01-14,Horse_0304,Horse_0304,Jockey_013,2,牝,1400,芝,稍重,9,54.1,466.0,,,0.0,,,,,0.074,2
R20220114_0155,2022-01-14,Horse_0636,Horse_0636,Jockey_048,8,牝,1400,芝,稍重,3,53.5,519.0,-1.6,56.0,3.0,9.333,0.0,0.0,0.0,0.148,5
R20220114_0155,2022-01-14,Horse_0158,Horse_0158,Jockey_063,7,牡,1400,芝,稍重,10,57.3,466.6,11.9,29.0,2.0,3.0,0.667,0.0,1.0,0.12,6
R20220114_0155,2022-01-14,Horse_0689,Horse_0689,Jockey_021,3,牝,1400,芝,稍重,2,55.7,422.8,8.7,47.0,1.0,10.0,0.0,,0.0,0.15,4
R20220116_0156,2022-01-16,Horse_0176,Horse_0176,Jockey_045,3,牡,1200,ダート,稍重,11,55.8,493.0,-8.2,177.0,1.0,3.333,0.333,,1.0,0.391,3
R20220116_0156,2022-01-16,Horse_0346,Horse_0346,Jockey_028,2,牡,1200,ダート,稍重,4,56.4,442.8,,,0.0,,,,,0.353,5
R20220116_0156,2022-01-16,Horse_0326,Horse_0326,Jockey_068,5,牝,1200,ダート,稍重,9,53.3,500.9,-3.7,118.0,1.0,8.0,0.333,,0.0,0.344,9
R20220116_0156,2022-01-16,Horse_0570,Horse_0570,Jockey_070,5,牝,1200,ダート,稍重,5,54.4,452.9,-1.9,165.0,1.0,7.667,0.333,,0.5,0.207,13
R20220116_0156,2022-01-16,Horse_0087,Horse_0087,Jockey_037,8,牝,1200,ダート,稍重,13,55.5,414.5,1.0,12.0,2.0,2.0,1.0,,1.0,0.185,8
R20220116_0156,2022-01-16,Horse_0796,Horse_0796,Jockey_066,3,牡,1200,ダート,稍重,10,53.5,535.4,-11.4,315.0,0.0,4.0,0.5,,,0.391,14
R20220116_0156,2022-01-16,Horse_0716,Horse_0716,Jockey_055,2,牝,1200,ダート,稍重,8,55.4,389.3,,,0.0,,,,,0.207,2
R20220116_0156,2022-01-16,Horse_0840,Horse_0840,Jockey_002,3,牡,1200,ダート,稍重,7,55.4,459.1,6.4,153.0,1.0,1.0,1.0,,1.0,0.435,4
R20220116_0156,2022-01-16,Horse_0655,Horse_0655,Jockey_009,6,牡,1200,ダート,稍重,12,56.9,512.1,-11.8,181.0,0.0,2.0,1.0,1.0,1.0,0.364,1
R20220116_0156,2022-01-16,Horse_0787,Horse_0787,Jockey_017,2,牡,1200,ダート,稍重,6,56.2,464.3,,,0.0,,,,,0.412,7
R20220116_0156,2022-01-16,Horse_0686,Horse_0686,Jockey_069,8,牡,1200,ダート,稍重,2,54.6,432.4,-6.1,21.0,1.0,8.333,0.5,1.0,0.0,0.375,10
R20220116_0156,2022-01-16,Horse_0365,Horse_0365,Jockey_075,6,牡,1200,ダート,稍重,1,56.3,457.4,-10.7,14.0,2.0,9.333,0.0,0.0,0.0,0.375,6
R20220116_0156,2022-01-16,Horse_0659,Horse_0659,Jockey_029,2,牡,1200,ダート,稍重,14,55.6,473.1,,,0.0,,,,,0.304,12
R20220116_0156,2022-01-16,Horse_0441,Horse_0441,Jockey_041,4,牝,1200,ダート,稍重,3,55.4,455.8,3.0,75.0,1.0,8.0,0.0,,0.0,0.304,11
R20220120_0157,2022-01-20,Horse_0243,Horse_0243,Jockey_005,6,牡,2400,ダート,良,6,56.1,495.2,8.4,99.0,1.0,6.0,0.0,0.0,0.0,0.517,3
R20220120_0157,2022-01-20,Horse_0107,Horse_0107,Jockey_057,3,牝,2400,ダート,良,7,55.1,461.4,2.9,32.0,1.0,11.0,0.0,0.0,,0.381,5
R20220120_0157,2022-01-20,Horse_0747,Horse_0747,Jockey_011,6,牝,2400,ダート,良,4,55.8,476.2,-10.2,210.0,0.0,9.667,0.0,,,0.143,11
R20220120_0157,2022-01-20,Horse_0753,Horse_0753,Jockey_023,2,牡,2400,ダート,良,13,55.1,510.8,,,0.0,,,,,0.048,12
R20220120_0157,2022-01-20,Horse_0504,Horse_0504,Jockey_003,8,牝,2400,ダート,良,9,52.8,494.0,-8.0,56.0,1.0,4.0,0.25,0.0,0.0,0.227,7
R20220120_0157,2022-01-20,Horse_0319,Horse_0319,Jockey_006,6,牝,2400,ダート,良,5,54.3,465.6,-4.5,16.0,2.0,2.333,0.667,0.0,0.667,0.304,4
R20220120_0157,2022-01-20,Horse_0245,Horse_0245,Jockey_027,4,牡,2400,ダート,良,2,55.0,457.0,-19.8,156.0,1.0,7.0,0.333,,0.5,0.176,9
R20220120_0157,2022-01-20,Horse_0699,Horse_0699,Jockey_054,5,牝,2400,ダート,良,3,55.5,482.3,-4.3,35.0,2.0,4.333,0.6,1.0,0.333,0.273,8
R20220120_0157,2022-01-20,Horse_0313,Horse_0313,Jockey_018,5,牡,2400,ダート,良,12,53.7,486.7,17.0,68.0,3.0,2.667,0.6,,0.25,0.3,1
R20220120_0157,2022-01-20,Horse_0119,Horse_0119,Jockey_069,5,牝,2400,ダート,良,10,54.5,403.1,-8.3,35.0,3.0,2.667,0.75,0.5,0.5,0.36,6
R20220120_0157,2022-01-20,Horse_0681,Horse_0681,Jockey_031,5,牡,2400,ダート,良,11,54.9,447.7,-3.9,103.0,2.0,11.667,0.0,,0.0,0.25,13
R20220120_0157,2022-01-20,Horse_0055,Horse_0055,Jockey_010,5,せん,2400,ダート,良,1,55.0,477.3,11.1,103.0,3.0,6.667,0.6,0.5,0.0,0.25,2
R20220120_0157,2022-01-20,Horse_0433,Horse_0433,Jockey_030,2,牡,2400,ダート,良,8,53.9,463.0,,,0.0,,,,,0.087,10
R20220124_0158,2022-01-24,Horse_0641,Horse_0641,Jockey_071,3,牝,1400,ダート,良,7,54.2,511.9,3.9,135.0,1.0,10.0,0.0,,,0.389,7
R20220124_0158,2022-01-24,Horse_0008,Horse_0008,Jockey_005,4,牝,1400,ダート,良,12,53.7,447.5,-5.9,70.0,1.0,5.667,0.333,,0.333,0.533,9
R20220124_0158,2022-01-24,Horse_0562,Horse_0562,Jockey_064,6,牝,1400,ダート,良,9,53.6,525.8,-5.6,237.0,0.0,1.0,1.0,,1.0,0.13,12
R20220124_0158,2022-01-24,Horse_0114,Horse_0114,Jockey_041,3,牡,1400,ダート,良,5,56.7,460.4,4.2,33.0,1.0,1.667,1.0,,1.0,0.292,3
R20220124_0158,2022-01-24,Horse_0006,Horse_0006,Jockey_021,4,牡,1400,ダート,良,6,55.4,484.1,-7.3,64.0,2.0,2.667,1.0,1.0,1.0,0.143,1
R20220124_0158,2022-01-24,Horse_0857,Horse_0857,Jockey_017,7,牡,1400,ダート,良,4,57.3,420.9,,,0.0,,,,,0.389,5
R20220124_0158,2022-01-24,Horse_0219,Horse_0219,Jockey_051,4,牡,1400,ダート,良,3,54.2,452.9,-5.2,233.0,0.0,7.333,0.0,,0.0,0.143,10
R20220124_0158,2022-01-24,Horse_0454,Horse_0454,Jockey_039,5,牡,1400,ダート,良,8,56.7,469.6,12.6,21.0,3.0,10.0,0.0,0.0,0.0,0.391,4
R20220124_0158,2022-01-24,Horse_0602,Horse_0602,Jockey_028,8,せん,1400,ダート,良,1,55.4,501.6,,,0.0,,,,,0.333,6
R20220124_0158,2022-01-24,Horse_0631,Horse_0631,Jockey_068,6,牝,1400,ダート,良,10,54.4,444.0,-12.0,11.0,4.0,5.333,0.2,,0.0,0.333,11
R20220124_0158,2022-01-24,Horse_0543,Horse_0543,Jockey_007,8,牡,1400,ダート,良,11,56.2,500.7,4.2,36.0,4.0,4.333,0.2,1.0,0.0,0.154,2
R20220124_0158,2022-01-24,Horse_0837,Horse_0837,Jockey_010,8,牡,1400,ダート,良,2,52.7,484.7,13.2,46.0,1.0,7.0,0.0,,,0.28,8
R20220125_0159,2022-01-25,Horse_0272,Horse_0272,Jockey_029,2,牡,1600,ダート,稍重,5,54.7,457.5,,,0.0,,,,,0.292,1
R20220125_0159,2022-01-25,Horse_0031,Horse_0031,Jockey_059,7,牝,1600,ダート,稍重,7,52.8,509.2,6.4,204.0,0.0,6.333,0.0,0.0,0.0,0.45,5
R20220125_0159,2022-01-25,Horse_0147,Horse_0147,Jockey_001,8,牡,1600,ダート,稍重,8,56.0,457.2,-2.3,78.0,2.0,5.5,0.0,,,0.25,3
R20220125_0159,2022-01-25,Horse_0667,Horse_0667,Jockey_051,5,牡,1600,ダート,稍重,2,55.1,472.1,5.9,185.0,0.0,4.0,0.333,0.0,,0.133,7
R20220125_0159,2022-01-25,Horse_0191,Horse_0191,Jockey_068,6,せん,1600,ダート,稍重,3,55.1,466.8,-13.3,137.0,1.0,6.0,0.333,0.0,,0.324,2
R20220125_0159,2022-01-25,Horse_0419,Horse_0419,Jockey_006,5,牝,1600,ダート,稍重,1,55.1,519.7,0.0,218.0,0.0,4.0,0.5,0.0,1.0,0.292,8
R20220125_0159,2022-01-25,Horse_0007,Horse_0007,Jockey_040,3,牡,1600,ダート,稍重,6,53.9,497.2,-0.2,164.0,2.0,6.5,0.5,0.5,1.0,0.45,6
R20220125_0159,2022-01-25,Horse_0443,Horse_0443,Jockey_010,2,牝,1600,ダート,稍重,4,54.9,462.7,-5.5,23.0,1.0,10.0,0.0,0.0,,0.269,4
R20220129_0160,2022-01-29,Horse_0083,Horse_0083,Jockey_014,4,牡,1400,芝,重,3,54.8,461.4,-4.4,229.0,0.0,13.0,0.0,0.0,0.0,0.069,8
R20220129_0160,2022-01-29,Horse_0477,Horse_0477,Jockey_066,6,牡,1400,芝,重,6,56.4,482.6,1.3,34.0,1.0,8.0,0.0,,,0.375,6
R20220129_0160,2022-01-29,Horse_0096,Horse_0096,Jockey_075,6,牝,1400,芝,重,5,55.9,478.2,-3.7,55.0,3.0,4.333,0.6,,0.5,0.36,3
R20220129_0160,2022-01-29,Horse_0756,Horse_0756,Jockey_035,5,牝,1400,芝,重,8,55.4,470.7,7.2,157.0,2.0,4.667,0.333,,0.0,0.235,2
R20220129_0160,2022-01-29,Horse_0785,Horse_0785,Jockey_036,3,牡,1400,芝,重,7,55.5,481.0,2.5,184.0,0.0,6.667,0.4,1.0,0.333,0.375,1
R20220129_0160,2022-01-29,Horse_0348,Horse_0348,Jockey_062,4,牝,1400,芝,重,1,56.2,459.4,0.2,164.0,1.0,3.667,0.5,0.0,0.0,0.2,7
R20220129_0160,2022-01-29,Horse_0338,Horse_0338,Jockey_058,8,牡,1400,芝,重,4,53.4,447.0,1.7,49.0,2.0,7.0,0.333,,0.0,0.194,4
R20220129_0160,2022-01-29,Horse_0061,Horse_0061,Jockey_004,4,牡,1400,芝,重,2,55.5,471.9,0.7,82.0,1.0,8.333,0.0,,0.0,0.12,5
R20220202_0161,2022-02-02,Horse_0189,Horse_0189,Jockey_068,4,牝,2000,ダート,良,10,53.3,428.2,-0.2,62.0,2.0,6.667,0.0,,0.0,0.343,10
R20220202_0161,2022-02-02,Horse_0343,Horse_0343,Jockey_021,6,牡,2000,ダート,良,5,52.9,474.8,21.0,26.0,2.0,3.667,0.333,1.0,0.0,0.182,2
R20220202_0161,2022-02-02,Horse_0777,Horse_0777,Jockey_047,7,牝,2000,ダート,良,12,57.0,465.1,-0.6,181.0,0.0,11.5,0.0,0.0,0.0,0.158,9
R20220202_0161,2022-02-02,Horse_0041,Horse_0041,Jockey_044,5,牡,2000,ダート,良,4,55.6,502.9,-7.6,176.0,1.0,7.667,0.0,,0.0,0.318,4
R20220202_0161,2022-02-02,Horse_0149,Horse_0149,Jockey_007,5,牡,2000,ダート,良,13,54.3,436.8,-14.6,112.0,1.0,7.667,0.0,,0.0,0.185,11
R20220202_0161,2022-02-02,Horse_0668,Horse_0668,Jockey_075,7,せん,2000,ダート,良,15,56.5,462.2,-0.7,34.0,3.0,7.333,0.2,,0.0,0.385,14
R20220202_0161,2022-02-02,Horse_0783,Horse_0783,Jockey_020,8,牡,2000,ダート,良,14,55.9,520.3,7.4,294.0,0.0,5.5,0.0,0.0,0.0,0.227,15
R20220202_0161,2022-02-02,Horse_0468,Horse_0468,Jockey_072,2,牝,2000,ダート,良,3,55.7,457.2,,,0.0,,,,,0.304,5
R20220202_0161,2022-02-02,Horse_0449,Horse_0449,Jockey_057,5,牝,2000,ダート,良,8,56.0,476.9,9.9,29.0,2.0,7.5,0.0,0.0,0.0,0.364,6
R20220202_0161,2022-02-02,Horse_0079,Horse_0079,Jockey_056,5,牡,2000,ダート,良,6,55.0,470.2,12.9,66.0,2.0,8.0,0.333,,0.5,0.368,8
R20220202_0161,2022-02-02,Horse_0669,Horse_0669,Jockey_015,3,牡,2000,ダート,良,9,52.8,495.5,-7.6,34.0,1.0,11.333,0.0,,0.0,0.087,7
R20220202_0161,2022-02-02,Horse_0538,Horse_0538,Jockey_080,2,牝,2000,ダート,良,1,51.7,528.7,,,0.0,,,,,0.241,1
R20220202_0161,2022-02-02,Horse_0253,Horse_0253,Jockey_055,3,せん,2000,ダート,良,2,53.1,495.6,-10.4,34.0,3.0,10.333,0.0,,0.0,0.233,13
R20220202_0161,2022-02-02,Horse_0483,Horse_0483,Jockey_037,4,牡,2000,ダート,良,7,56.9,533.9,-1.8,53.0,2.0,6.0,0.2,,0.333,0.179,12
R20220202_0161,2022-02-02,Horse_0231,Horse_0231,Jockey_048,7,牝,2000,ダート,良,11,55.4,518.9,15.7,46.0,1.0,2.333,0.667,,0.5,0.143,3
R20220204_0162,2022-02-04,Horse_0153,Horse_0153,Jockey_064,3,牝,2000,芝,良,7,52.1,420.1,-7.3,57.0,1.0,9.333,0.0,,0.0,0.125,4
R20220204_0162,2022-02-04,Horse_0200,Horse_0200,Jockey_067,4,せん,2000,芝,良,3,54.8,436.0,-4.6,178.0,1.0,10.0,0.0,,0.0,0.278,8
R20220204_0162,2022-02-04,Horse_0272,Horse_0272,Jockey_011,2,牡,2000,芝,良,1,55.8,472.6,15.1,10.0,1.0,1.0,1.0,,,0.136,5
R20220204_0162,2022-02-04,Horse_0478,Horse_0478,Jockey_022,4,牝,2000,芝,良,8,52.6,452.0,-2.4,28.0,1.0,8.0,0.0,0.0,0.0,0.214,6
R20220204_0162,2022-02-04,Horse_0154,Horse_0154,Jockey_026,6,牝,2000,芝,良,5,55.8,440.7,-22.5,117.0,2.0,4.5,0.5,,0.5,0.308,9
R20220204_0162,2022-02-04,Horse_0246,Horse_0246,Jockey_006,4,牡,2000,芝,良,6,54.2,465.8,,,0.0,,,,,0.28,3
R20220204_0162,2022-02-04,Horse_0485,Horse_0485,Jockey_017,3,牝,2000,芝,良,2,55.4,441.5,-0.8,25.0,2.0,3.333,0.333,,0.5,0.368,1
R20220204_0162,2022-02-04,Horse_0862,Horse_0862,Jockey_075,3,牝,2000,芝,良,9,54.3,464.0,6.6,25.0,4.0,7.0,0.25,1.0,0.25,0.37,2
R20220204_0162,2022-02-04,Horse_0611,Horse_0611,Jockey_019,4,牡,2000,芝,良,4,54.2,429.3,-4.1,118.0,2.0,7.333,0.0,0.0,0.0,0.194,7
R20220208_0163,2022-02-08,Horse_0598,Horse_0598,Jockey_045,3,牡,1600,ダート,良,2,54.5,429.6,-9.8,252.0,0.0,3.5,0.5,,0.0,0.417,10
R20220208_0163,2022-02-08,Horse_0179,Horse_0179,Jockey_052,4,牝,1600,ダート,良,7,55.2,453.9,,,0.0,,,,,0.345,8
